umls	mondo	parent
UMLS:C4748770	MONDO:0032618	mitochondrial complex I deficiency, nuclear type,mitochondrial complex I deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0023492	MONDO:0005525, MONDO:0004963	leukocyte disorder,immune system disorder,human disease,disease
UMLS:C0343055	MONDO:0013626, MONDO:0100491	psoriasis,dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C3502075	MONDO:0017338	inherited lipoic acid biosynthesis defect,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C1415817	MONDO:0011546, MONDO:0018677	transposition of the great arteries,congenital heart malformation,congenital anomaly of cardiovascular system,cardiovascular disorder,human disease,disease
UMLS:C0035235	MONDO:0001577	Mononegavirales infectious disease,primary viral infectious disease,viral infectious disease,infectious disease,human disease,disease
UMLS:C0270458		disease
UMLS:C5680294	MONDO:0020437	atrial septal defect,heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C1260926		disease
UMLS:C3694279	MONDO:0005719, MONDO:0100116	Coronaviridae infectious disease,Nidovirales infectious disease,primary viral infectious disease,viral infectious disease,infectious disease,human disease,disease
UMLS:C0432197	MONDO:0013127	Jeune syndrome,ciliopathy,hereditary disease,human disease,disease
UMLS:C3279664	MONDO:0013540, MONDO:0013607	syndromic disease,human disease,disease
UMLS:C4539997	MONDO:0033200	hearing loss, autosomal recessive,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0034067	MONDO:0004849	chronic obstructive pulmonary disease,obstructive lung disease,lung disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C0011581	MONDO:0001442, MONDO:0002050	mood disorder,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0018816	MONDO:0002078	congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0399376	MONDO:0007538, MONDO:0968955	hypocalcified amelogenesis imperfecta,amelogenesis imperfecta,hereditary disease,human disease,disease
UMLS:C5399761	MONDO:0008926	autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0038525	MONDO:0005099	brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1859049	MONDO:0020493, MONDO:0800026	intestinal motility disease,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C2711630	MONDO:0015131	immunodeficiency disease,hereditary disease,human disease,disease
UMLS:C0149630	MONDO:0007194	aortic valve disorder,heart valve disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C1691215		disease
UMLS:C0042900	MONDO:0008661	dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0024809	MONDO:0005689	drug dependence,substance dependence,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C2751307	MONDO:0013130	isolated microphthalmia,hereditary disease,human disease,disease
UMLS:C0581391		disease
UMLS:C0009324	MONDO:0005101	colitis,gastroenteritis,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0008370	MONDO:0001751	bile duct disorder,biliary tract disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C4551968	MONDO:0013415, MONDO:0010239	chromosome 17p deletion,partial deletion of chromosome 17,syndrome caused by partial chromosomal deletion,chromosomal disorder,human disease,disease
UMLS:C2243051		disease
UMLS:C5568976	MONDO:0010392	disorder of glycogen metabolism,inborn carbohydrate metabolic disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C1838703	MONDO:0017919, MONDO:0700039	kidney disorder,urinary system disorder,human disease,disease
UMLS:C0041696	MONDO:0002009, MONDO:0002050, MONDO:0012048	depressive disorder,mood disorder,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0158450	MONDO:0005380	bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0029792	MONDO:0005303	substance dependence,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C0393770	MONDO:0024361, MONDO:0024377	sleep-wake disorder,sleep disorder,nervous system disorder,human disease,disease
UMLS:C0009376	MONDO:0021400	colonic disorder,large intestine disorder,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0018818	MONDO:0002070	heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0477983	MONDO:0000733	corneal disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0032285	MONDO:0005249	respiratory tract infectious disorder,respiratory system disorder,human disease,disease
UMLS:C0751495	MONDO:0001386	visual cortex disorder,visual pathway disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0348371	MONDO:0006295	cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0029839	MONDO:0005492	dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0019562	MONDO:0008667	neurocutaneous syndrome,nervous system disorder,human disease,disease
UMLS:C0236811		disease
UMLS:C0393593	MONDO:0003441	extrapyramidal and movement disease,movement disorder,nervous system disorder,human disease,disease
UMLS:C5396362		disease
UMLS:C0042580	MONDO:0006007	ureteral disorder,urinary system disorder,human disease,disease
UMLS:C0009460	MONDO:0002182	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0588008		disease
UMLS:C0006870	MONDO:0005689	drug dependence,substance dependence,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C0022797	MONDO:0008767, MONDO:0008768, MONDO:0008769, MONDO:0009744, MONDO:0009745, MONDO:0011144, MONDO:0012188, MONDO:0012391, MONDO:0012414, MONDO:0012588, MONDO:0008083, MONDO:0013866, MONDO:0019260, MONDO:0014147, MONDO:0016295, MONDO:0010830	juvenile neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,lysosomal lipid storage disorder,inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0206669	MONDO:0018902	benign digestive system neoplasm,digestive system disorder,human disease,disease
UMLS:C0007781		disease
UMLS:C1848702		disease
UMLS:C3280527	MONDO:0013700	pancreas disorder,digestive system disorder,human disease,disease
UMLS:C0007758	MONDO:0000437	cerebellar disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0264774	MONDO:0001298, MONDO:0005648	vascular insufficiency disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0029408	MONDO:0005178	arthritic joint disease,bone inflammation disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0241932		disease
UMLS:C2750075	MONDO:0013223	spondylometaphyseal dysplasia,skeletal dysplasia,hereditary disease,human disease,disease
UMLS:C0403811		disease
UMLS:C3715164	MONDO:0014145	Leber congenital amaurosis,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1850343	MONDO:0009759, MONDO:0000141	mosaic variegated aneuploidy syndrome,hereditary neoplastic syndrome,hereditary disease,human disease,disease
UMLS:C0013581	MONDO:0015998	lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C4749284	MONDO:0007194	aortic valve disorder,heart valve disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0022116	MONDO:0005053	vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C3280120	MONDO:0013623	inherited bleeding disorder, platelet-type,hemorrhagic disease,hematologic disorder,human disease,disease
UMLS:C5676963	MONDO:0030787	spermatogenic failure,hereditary disease,human disease,disease
UMLS:C0266544	MONDO:0000733	corneal disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0152459		disease
UMLS:C0345030		disease
UMLS:C0039538	MONDO:0002601	nongerminomatous germ cell tumor,germ cell tumor,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C3489728	MONDO:0100429	intrahepatic cholestasis,cholestasis,bile duct disorder,biliary tract disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C0023448	MONDO:0005402	leukemia,hematopoietic and lymphoid cell neoplasm,hematopoietic and lymphoid system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0042514	MONDO:0005477, MONDO:0011484, MONDO:0013529, MONDO:0017990, MONDO:0012762, MONDO:0013966, MONDO:0014191	cardiac rhythm disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0020542	MONDO:0005149	hypertensive disorder,arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0008625		disease
UMLS:C5574948	MONDO:0005501	congenital disorder of glycosylation,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0153423	MONDO:0001056	digestive system cancer,digestive system disorder,human disease,disease
UMLS:C0848558	MONDO:0005345	hereditary disease,human disease,disease
UMLS:C0005974	MONDO:0000837	bone remodeling disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0085129		disease
UMLS:C1510586	MONDO:0005258	pervasive developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4552543	MONDO:0018702	autoimmune disease,immune system disorder,human disease,disease
UMLS:C3280783	MONDO:0013748	ventricular septal defect,heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C4021762		disease
UMLS:C2675459	MONDO:0012967	familial hemolytic anemia,hemolytic anemia,normocytic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C0023186	MONDO:0004681	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0236964	MONDO:0000495	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4748701	MONDO:0032600	hereditary disease,human disease,disease
UMLS:C0339985	MONDO:0018956	bronchiectasis,bronchial disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C0235820		disease
UMLS:C0004943	MONDO:0007191	syndromic disease,human disease,disease
UMLS:C3808800	MONDO:0014075	early-onset non-syndromic cataract,cataract,lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0037997	MONDO:0002332	hematologic disorder,human disease,disease
UMLS:C1837618	MONDO:0012085	primary ciliary dyskinesia,syndromic disease,human disease,disease
UMLS:C0266617		disease
UMLS:C0423250		disease
UMLS:C5680331		disease
UMLS:C0156147	MONDO:0005532, MONDO:0005011	Crohn disease,inflammatory bowel disease,hereditary disease,human disease,disease
UMLS:C0018099	MONDO:0005393	metabolic disease,human disease,disease
UMLS:C0029124	MONDO:0003608	optic nerve disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1389018	MONDO:0020290, MONDO:0859565	heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0473527	MONDO:0017773	metabolic disease,human disease,disease
UMLS:C2675874	MONDO:0000724, MONDO:0012917	language disorder,communication disorder,specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C1970859	MONDO:0010389	X-linked Mendelian susceptibility to mycobacterial diseases,inherited susceptibility to mycobacterial diseases,inherited disease susceptibility,disease susceptibility
UMLS:C0241910	MONDO:0016264	autoimmune disorder of endocrine system,endocrine system disorder,human disease,disease
UMLS:C0154909	MONDO:0004773	ciliary body disorder,iris disorder,uveal disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C1854301		disease
UMLS:C0079731	MONDO:0004095, MONDO:0015759	leukocyte disorder,immune system disorder,human disease,disease
UMLS:C0006845	MONDO:0015279	inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C4551825	MONDO:0009853, MONDO:0100156	megaloblastic anemia,macrocytic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C0025202	MONDO:0005105	melanocytic neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0154536	MONDO:0003969	substance abuse,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C1843496		disease
UMLS:C5436505	MONDO:0033543	hereditary disease,human disease,disease
UMLS:C0427144		disease
UMLS:C5191007	MONDO:0014025	proximal spinal muscular atrophy,spinal muscular atrophy,anterior horn disorder,spinal cord disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0017168	MONDO:0007186	esophageal disorder,digestive system disorder,human disease,disease
UMLS:C0027051	MONDO:0005068	myocardial disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C3146244	MONDO:0000395, MONDO:0000408	fetal alcohol spectrum disorder,specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0265677		disease
UMLS:C1857512	MONDO:0009033	hereditary disease,human disease,disease
UMLS:C0023518		disease
UMLS:C0009375	MONDO:0005401, MONDO:0002278	colonic disorder,large intestine disorder,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0031046	MONDO:0005904	pericardium disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C4748840	MONDO:0032636	mitochondrial complex I deficiency, nuclear type,mitochondrial complex I deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0149940	MONDO:0006960	mononeuropathy,peripheral neuropathy,peripheral nervous system disorder,nervous system disorder,human disease,disease
UMLS:C5548200	MONDO:0017353	glycine encephalopathy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
